Index,Question Type,Prompt,Question Description,Model Name,Color,Chart Title,Image Path,Ground Truth,Prediction,Answer Time
img3_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Saddlebrown,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img2_Saddlebrown.png,$50.24,$47.82,1.63
img4_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightgray,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img3_Lightgray.png,$50.24,$50.24,1.43
img4_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightgray,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img3_Lightgray.png,$50.24,$57.36,1.43
img4_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightgray,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img3_Lightgray.png,$50.24,$47.82,1.53
img4_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightgray,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img3_Lightgray.png,$50.24,$57.36,2.24
img4_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightgray,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img3_Lightgray.png,$50.24,$50.24,1.22
img5_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightpink,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img4_Lightpink.png,$50.24,$47.82,1.6
img5_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightpink,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img4_Lightpink.png,$50.24,$47.82,1.38
img5_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightpink,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img4_Lightpink.png,$50.24,$57.36,1.53
img5_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightpink,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img4_Lightpink.png,$50.24,$47.82,1.64
img5_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Lightpink,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img4_Lightpink.png,$50.24,$57.36,1.74
img6_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Navy,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img5_Navy.png,$50.24,$50.24,1.43
img6_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Navy,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img5_Navy.png,$50.24,$50.24,1.43
img6_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Navy,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img5_Navy.png,$50.24,$47.82,1.63
img6_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Navy,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img5_Navy.png,$50.24,$47.82,1.54
img6_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Navy,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img5_Navy.png,$50.24,$57.36,1.33
img7_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,$47.82,1.63
img7_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,$57.36,1.94
img7_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,$50.24,1.54
img7_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,$47.82,1.43
img7_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,$57.36,1.03
img8_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,$47.82,1.21
img8_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,$50.24,1.84
img8_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,$47.82,1.43
img8_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,$47.82,1.33
img8_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,$47.82,1.33
img9_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,$57.36,1.63
img9_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,$50.24,1.7
img9_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,$47.82,1.61
img9_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,$57.36,1.49
img9_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,$47.82,1.94
img10_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,$50.24,1.53
img10_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,$47.82,1.74
img10_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,$57.36,1.24
img10_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,$47.82,1.54
img10_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",chatgpt_4o,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,$50.24,1.42
img1_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Burlywood,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img10_Burlywood.png,$50.24,$50.24,2.57
img1_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Burlywood,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img10_Burlywood.png,$50.24,$50.24,2.34
img1_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Burlywood,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img10_Burlywood.png,$50.24,$50.24,2.39
img1_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Burlywood,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img10_Burlywood.png,$50.24,$50.24,2.96
img1_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Burlywood,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img10_Burlywood.png,$50.24,$50.24,2.37
img2_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Red,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img1_Red.png,$50.24,$50.24,2.25
img2_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Red,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img1_Red.png,$50.24,$50.24,2.57
img2_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Red,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img1_Red.png,$50.24,$50.24,2.7
img2_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Red,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img1_Red.png,$50.24,$50.24,2.45
img2_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Red,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img1_Red.png,$50.24,$50.24,2.28
img3_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Saddlebrown,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/Visualization_Literacy/rami_retrieve_value/retrieve_value/Q1_img2_Saddlebrown.png,$50.24,$50.24,2.66
